index,INVC_CONT
32000,4.05897342586164
32001,4.098674210316561
32002,4.109155333962256
32003,4.380731239912223
32004,4.082299515434013
32005,4.935496486973418
32006,4.254954424836256
32007,3.8592984872547706
32008,4.663318141741566
32009,4.378623838081869
32010,4.771664969353522
32011,4.102593394967206
32012,4.364477219906444
32013,4.859115860486336
32014,4.441891851774053
32015,3.8752468641470412
32016,4.001850749221938
32017,3.762591518858576
32018,4.164431901870464
32019,3.71797105079487
32020,4.100771142391347
32021,4.100771142391347
32022,4.210215168634291
32023,4.147959676379212
32024,4.239316102820125
32025,4.102593394967206
32026,4.67899963879866
32027,4.37461322347175
32028,4.37461322347175
32029,4.483025036220363
32030,5.166761821408506
32031,4.157552136107593
32032,4.266007235567601
32033,4.756253331109104
32034,4.159314843100489
32035,5.579961169422671
32036,5.263197991064414
32037,4.756253331109104
32038,4.37461322347175
32039,4.79987454053373
32040,4.910895539030349
32041,4.069808513875748
32042,3.9585483263246557
32043,4.082299515434013
32044,6.232655616864968
32045,4.254133193977997
32046,4.7474374131001165
32047,4.066481178749472
32048,5.1267667261326695
32049,4.674903052798622
32050,5.204869964176542
32051,4.540869893415299
32052,4.983381282928466
32053,4.164431901870464
32054,4.05897342586164
32055,4.581234714775945
32056,4.291672209345358
32057,4.291672209345358
32058,4.714150453216762
32059,4.378623838081869
32060,4.098674210316561
32061,4.67899963879866
32062,4.108244619746432
32063,6.232655616864968
32064,4.3520179100821395
32065,3.9746582719951613
32066,4.355696404968772
32067,4.652360471248362
32068,4.486417854702067
32069,5.782743230897872
32070,4.446849885660957
32071,4.102593394967206
32072,3.847201839780034
32073,4.066481178749472
32074,4.108244619746432
32075,4.496583091228697
32076,4.017502351809565
32077,3.987047698337541
32078,4.463833342907472
32079,4.109155333962256
32080,4.062124954273897
32081,4.974150630280866
32082,4.672127704881355
32083,4.487469629615478
32084,4.859115860486336
32085,4.714150453216762
32086,4.215521952318361
32087,4.159314843100489
32088,4.164431901870464
32089,3.824803564390018
32090,3.987047698337541
32091,4.239316102820125
32092,4.239316102820125
32093,4.486417854702067
32094,4.254954424836256
32095,4.2861021966674935
32096,4.109155333962256
32097,6.131796105435118
32098,3.9585483263246557
32099,4.066481178749472
32100,6.614087433997521
32101,4.254954424836256
32102,6.340156304800407
32103,4.928050728877103
32104,4.959631520692199
32105,5.038821257617119
32106,4.05897342586164
32107,4.126804511528204
32108,4.017502351809565
32109,3.987047698337541
32110,4.541140351351362
32111,4.570862476427769
32112,2.2850834249465835
32113,9.39840204492558
32114,6.692852054480488
32115,6.692852054480488
