index,INVC_CONT
32000,4.076730783416928
32001,4.076730783416928
32002,4.118726210591531
32003,4.572364776787128
32004,4.339052704640769
32005,8.067810850712952
32006,4.339052704640769
32007,4.122048997714407
32008,4.565190316453569
32009,4.870573769939152
32010,4.665458530989014
32011,4.145119053392323
32012,4.579587022476895
32013,4.572356375606646
32014,4.579587022476895
32015,4.19059625721278
32016,4.19059625721278
32017,4.19059625721278
32018,4.076730783416928
32019,4.1266364188481095
32020,4.339052704640769
32021,4.339052704640769
32022,4.339052704640769
32023,4.122048997714407
32024,4.148756469126777
32025,4.145119053392323
32026,4.526745616266779
32027,4.541232689538381
32028,4.541232689538381
32029,4.558074722825175
32030,4.579587022476895
32031,4.572356375606646
32032,4.145119053392323
32033,4.339052704640769
32034,4.11300193034759
32035,4.939886510175641
32036,4.239545286887064
32037,4.339052704640769
32038,4.541232689538381
32039,4.579587022476895
32040,4.572356375606646
32041,4.076730783416928
32042,4.119194700332877
32043,4.339052704640769
32044,4.901932552872706
32045,4.579587022476895
32046,4.591741152356309
32047,4.076730783416928
32048,4.339052704640769
32049,4.339052704640769
32050,4.870573769939152
32051,4.579587022476895
32052,4.886389520162518
32053,4.076730783416928
32054,4.076730783416928
32055,4.145119053392323
32056,4.579587022476895
32057,4.579587022476895
32058,4.56933171448058
32059,4.870573769939152
32060,4.076730783416928
32061,4.526745616266779
32062,4.339052704640769
32063,4.901932552872706
32064,4.339052704640769
32065,4.11300193034759
32066,4.339052704640769
32067,4.579587022476895
32068,4.505067275680032
32069,4.665458530989014
32070,8.17998968821578
32071,4.145119053392323
32072,7.676878491439155
32073,4.076730783416928
32074,4.339052704640769
32075,4.579587022476895
32076,4.118726210591531
32077,4.122048997714407
32078,4.572356375606646
32079,4.118726210591531
32080,4.145119053392323
32081,4.886389520162518
32082,4.563135598290902
32083,4.826350124074059
32084,4.572356375606646
32085,4.56933171448058
32086,4.665458530989014
32087,4.11300193034759
32088,4.076730783416928
32089,4.119194700332877
32090,4.122048997714407
32091,4.148756469126777
32092,4.148756469126777
32093,4.505067275680032
32094,4.339052704640769
32095,4.148756469126777
32096,4.118726210591531
32097,7.695863403318031
32098,4.119194700332877
32099,4.076730783416928
32100,4.826350124074059
32101,4.339052704640769
32102,5.241459013416223
32103,4.339052704640769
32104,4.886389520162518
32105,4.572364776787128
32106,4.076730783416928
32107,4.076730783416928
32108,4.118726210591531
32109,4.122048997714407
32110,7.916249194258517
32111,4.48273283497461
32112,-3.0897702822143556
32113,0.8932604992459005
32114,6.945234528067102
32115,6.945234528067102
32116,6.945234528067102
32117,6.945234528067102
32118,3.015857890922849
32119,4.321906277458726
32120,5.442100394396831
32121,7.485219502682333
32122,4.683584148185988
32123,6.874296364902344
32124,6.576173682494523
32125,8.168307169086004
32126,8.168307169086004
32127,4.571201011355296
32128,7.979867803021911
32129,7.423663166247356
32130,7.423663166247356
32131,7.837340133751287
32132,4.938247610156771
32133,5.221596754204251
32134,27.526047704194944
32135,4.000145748255481
32136,5.052627806250752
32137,4.482450555411724
32138,7.931818274225535
32139,7.931818274225535
32140,7.552734430618929
32141,3.942393824990853
32142,4.032282441827954
32143,7.918505034070589
32144,8.127257605167406
32145,4.467356057184899
32146,5.833787685872979
32147,4.952385247114464
32148,7.658822948093887
32149,7.563778909805865
32150,4.265684700873187
32151,8.021464110822775
32152,9.074536911452075
32153,5.6817274303074
32154,5.6817274303074
32155,5.6817274303074
32156,5.6817274303074
32157,5.6817274303074
32158,5.6817274303074
32159,5.6817274303074
32160,5.6817274303074
32161,5.6817274303074
32162,5.6817274303074
32163,5.6817274303074
32164,4.596306635193615
32165,4.2786399057125335
32166,4.79578503352295
32167,8.725646898088861
32168,4.888560130022368
32169,7.7435792646882415
32170,8.144248209514371
32171,8.386893976337113
32172,8.386893976337113
32173,9.453203540549794
32174,7.4050485912786845
32175,8.10278502887164
32176,4.621689305526987
32177,6.461441693567901
32178,9.306205131730437
32179,10.462750233679886
32180,10.10664703590718
32181,8.643841402041453
32182,9.757612938003849
32183,4.842765735777749
32184,4.842765735777749
32185,4.088389330463693
32186,4.088389330463693
32187,4.088389330463693
32188,4.1659836573288835
32189,4.1659836573288835
32190,4.1659836573288835
32191,4.1659836573288835
32192,4.1659836573288835
32193,3.85751503847612
32194,4.019550229822038
32195,4.019550229822038
32196,4.019550229822038
32197,4.019550229822038
32198,4.019550229822038
32199,4.069455865253219
32200,4.062014146737987
32201,4.062014146737987
32202,5.989467568107652
32203,4.229679890848209
32204,4.229679890848209
32205,4.229679890848209
32206,4.229679890848209
32207,4.229679890848209
32208,4.229679890848209
32209,4.229679890848209
32210,4.0126761839218466
32211,4.0126761839218466
32212,4.035746239599763
32213,4.417372802474219
32214,4.431859875745821
32215,4.431859875745821
32216,4.431859875745821
32217,4.482368338563749
32218,4.470214208684335
32219,4.470214208684335
32220,4.470214208684335
32221,4.777016706369958
32222,4.523022957902545
32223,4.455733857975931
32224,4.519998296776478
32225,4.616125113284912
32226,4.088389330463693
32227,4.088389330463693
32228,4.1659836573288835
32229,4.019550229822038
32230,4.062014146737987
32231,4.229679890848209
32232,4.229679890848209
32233,4.229679890848209
32234,4.229679890848209
32235,4.0126761839218466
32236,4.009353396798971
32237,4.462991962994568
32238,4.523022957902545
32239,4.523022957902545
32240,9.349112359687437
32241,8.518572575660261
32242,4.307373984679394
32243,6.985109407943231
32244,4.229679890848209
32245,4.229679890848209
32246,4.035746239599763
32247,6.7284503842806656
32248,4.523022957902545
32249,9.420726686984032
32250,6.957680202862368
32251,4.035746239599763
32252,9.408572557104618
32253,9.518597869584529
32254,9.518597869584529
32255,4.229679890848209
32256,4.009353396798971
32257,4.417372802474219
32258,4.519998296776478
32259,8.7388990697095
32260,8.7388990697095
32261,8.611767207870662
32262,4.515856898749468
32263,4.229679890848209
32264,4.069455865253219
32265,4.523022957902545
32266,4.229679890848209
32267,8.521895362783138
32268,8.095447374327236
32269,4.062014146737987
32270,8.7388990697095
32271,9.105284158351791
32272,6.535009552870148
32273,9.288721439819813
32274,4.229679890848209
32275,4.0126761839218466
32276,4.470214208684335
32277,4.009353396798971
32278,4.470214208684335
32279,4.448701909032615
32280,4.830513696383081
32281,4.019550229822038
32282,4.777016706369958
32283,4.011350532224958
32284,4.1659836573288835
32285,4.019550229822038
32286,6.942236024884649
32287,4.019550229822038
32288,4.0126761839218466
32289,4.842765735777749
32290,9.105284158351791
32291,9.647265772168327
32292,4.842765735777749
32293,8.916248039408401
32294,3.81026622848612
32295,3.99127295682074
32296,4.117045477302494
32297,5.5310117269031505
32298,4.470214208684335
32299,4.069455865253219
32300,4.019550229822038
